id,country,language,target_label,source_style,scenario,explicitness,length_level,tone,structure,obfuscation,pattern_id,text,audit_sampled,qwen_violation,qwen_category,qwen_confidence,qwen_reasoning,qwen_sex_match,qwen_error,qwen_model,qwen_audited_at
TR_SEX_001_0061,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,direct,invitation,none,TR_SEX_DM_DIR_001,Knk abi gece 3 mü yoksa uyuyor musun? Baksana ateşli bi şeyler konuşmak var ya da direkt iş yapalım istiyorum 🔥 Mesaj kutum hep açık kalıyor zaten.,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual innuendo ('aşetli bi şeyler konuşmak', 'direkt iş yapalım') and a fire emoji (🔥) to solicit sexual activity, indicating consensual adult sexual intent. The phrasing 'iş yapalım' in Turkish digital slang commonly implies sexual intercourse, and the context of late-night availability reinforces sexual solicitation. This matches the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:02:38+00:00
TR_SEX_001_0062,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,short,playful,teaser,emoji,TR_SEX_DM_PLAY_002,Dünkü live’ımızda kanka çok beğendim abi 😈 Sana özel bi video hazılattım bi bak haberin olsun 👀🔥,yes,true,Sexually_Explicit_Information,0.95,"The text uses sexually suggestive emojis (😈, 🔥, 👀) and implies a private, intimate video created 'sana özel' (for you specifically) following a live stream, indicating consensual sexual intent typical of adult-oriented Turkish UGC. The phrasing 'bi bak haberin olsun' (take a look, so you're aware) with erotic emojis clearly frames the message as sexually explicit solicitation, not harassment or romance. This matches the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:49:01+00:00
TR_SEX_001_0063,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,explicit,medium,casual,announcement,misspelling,TR_SEX_DAT_CAS_003,Yakışıklıysan ve 30-40 yaş arasıysan DM’ime gel abi. Açıkçası sevişmekten daha çok keyif alan biriyimdir lan ya 😈,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly solicits sexual contact ('sevişmekten daha çok keyif alan biriyimdir') with clear erotic intent, using slang ('DM’ime gel abi'), colloquial Turkish ('lan ya'), and a sexual emoji (😈). It targets individuals based on physical appearance and age for consensual sexual engagement, fitting the definition of Sexually_Explicit_Information. No protected identity attack, harassment of a specific person, or state-security violation is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:13:32+00:00
TR_SEX_001_0064,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,humorous,fragmented_chat,spacing,TR_SEX_COM_HUM_004,Şu ayakkabıları giyince bak aklıma hangi ayakkabı modası geliyo 👀 ayaklar çıplak mı kalıyo 😏,yes,true,Sexually_Explicit_Information,0.95,"The text uses suggestive language ('bak aklıma hangi ayakkabı modası geliyo 👀') and a clearly sexual emoji ('😏') to imply nudity ('ayaklar çıplak mı kalıyo') in a context that evokes sexual arousal or flirtatious intent. The phrasing is euphemistic but culturally and contextually interpretable in Turkish UGC as sexually suggestive, aligning with Sexually_Explicit_Information criteria for lewd, arousal-focused content with implicit sexual implication.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:32:05+00:00
TR_SEX_001_0065,TR,tr-TR,Sexually_Explicit_Information,dm,adult_roleplay,semi_explicit,medium,teasing,reply,code_mix,TR_SEX_DM_TES_005,Baksana hadi abi roleplaye ne dersin? Sen top ol ben bottom 😈 Ne diyorsun ya knk?,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual roleplay terminology ('top' and 'bottom') with a sexual emoji (😈), in a casual, flirtatious Turkish slang context ('Baksana hadi abi', 'ne dersin ya knk?'). This constitutes clear consensual sexual intent typical of adult-oriented UGC, fitting the Sexually_Explicit_Information category. No protected identity attack, harassment, or state-security redline is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:21+00:00
TR_SEX_001_0066,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,long,messy,list_like,punctuation_play,TR_SEX_GRP_MES_006,Abi bakın bi 5 kişilik grup chat var ya birazdan canlıya geleceğiz... kimse boş mu?!! 22:00’dan itibaren herkesin DM’si açık olsun... evli çift varsa özellikle hoş geldiniz 😈🔥🔥,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly invites participants to join a live session with sexual connotations ('😈🔥🔥'), requests open DMs at a specific time, and specifically welcomes married couples in a context that implies sexual activity. The use of fire and devil emojis, combined with the phrasing 'canlıya geleceğiz' and 'DM’si açık olsun', strongly suggests consensual sexual intent in a group-chat context, fitting the definition of Sexually_Explicit_Information under Turkish TR guidelines.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:52:23+00:00
TR_SEX_001_0067,TR,tr-TR,Sexually_Explicit_Information,dm,adult_video_chat,semi_explicit,very_short,direct,question,none,TR_SEX_DM_DIR_007,Camdan çıplak mı göstereceksin knk?,yes,true,Sexually_Explicit_Information,0.95,"The text 'Camdan çıplak mı göstereceksin knk?' translates to 'Are you going to show your naked body from the window, bro?' The phrase uses colloquial Turkish ('knk' for 'kanka') and contains a direct, sexually suggestive request for nudity, framed in a context implying sexual exhibitionism. This aligns with the definition of Sexually_Explicit_Information: lewd, arousal-focused content involving explicit sexual acts or nudity solicitation. No harassment or identity-based attack is present; the in",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:32:53+00:00
TR_SEX_001_0068,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,explicit,medium,commercial,teaser,abbreviation,TR_SEX_DAT_COM_008,Premium profilinizde birazdan ‘Özel İçerik’ butonu aktif olacak abi 👀 Dilediğiniz şekilde erişebilirsiniz. Sadece DM’den ulaşın 🔐,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly hints at access to 'Özel İçerik' (Special Content) via DM, using suggestive emojis (👀) and security-themed language (🔐) to imply private sexual material. The phrasing 'dilediğiniz şekilde erişebilirsiniz' (you can access however you like) and the context of a dating app strongly indicate consensual sexual solicitation, fitting the definition of Sexually_Explicit_Information. No protected identity, state security, or violent intent is present, so no higher-risk category applie",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:55:18+00:00
TR_SEX_001_0069,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,humorous,teaser,emoji,TR_SEX_COM_HUM_009,Abi bana ‘kızcağız’ diyorsun ya hani... o kızcağızın bi de öbür tarafını görelim artık 😏👀,yes,true,Sexually_Explicit_Information,0.95,"The text uses a flirtatious, sexually suggestive tone with the phrase 'o kızcağızın bi de öbür tarafını görelim artık' (let's see the other side of this girl now), combined with the emojis 😏👀 which are culturally recognized in Turkish UGC as indicators of sexual curiosity or arousal. The context implies a non-consensual or objectifying sexual gaze directed at a female, framed as a lewd request under the guise of playful banter. This aligns with Sexually_Explicit_Information as it contains arousa",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:12:53+00:00
TR_SEX_001_0070,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,direct,invitation,misspelling,TR_SEX_DM_DIR_010,Knk gece gece niye bekliyorsunuz abi? Hadi özele gelin de azdıralım biraz ya 😈 Mesaj atman yeterli.,yes,true,Sexually_Explicit_Information,0.95,"The text uses suggestive language ('özele gelin de azdıralım biraz ya') with a sexual implication ('azdıralım' implies sexual activity), reinforced by the demon emoji (😈) commonly used in Turkish UGC to signal flirtatious or sexual intent. The context is clearly soliciting private sexual interaction, not harassment or romance. This matches the definition of Sexually_Explicit_Information: arousal-focused, consensual sexual solicitation in informal Turkish digital communication.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:01:33+00:00
TR_SEX_001_0071,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,very_short,coded,announcement,spacing,TR_SEX_BIO_COD_011,‘Gizli tanışma’ istiyorsanız DM’den ulaşın 🔐 Ben zevk odaklıyım 😈,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly solicits private encounters ('Gizli tanışma') with a clear sexual intent ('zevk odaklıyım' - 'I'm pleasure-focused') and uses a sexualized emoji (😈), which is commonly associated with flirtation or sexual suggestion in Turkish UGC. The DM request for private contact in this context strongly implies consensual sexual or erotic intent, fitting the definition of Sexually_Explicit_Information. No harassment, hate, or state-security redline is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:52:00+00:00
TR_SEX_001_0072,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_hookup,explicit,long,playful,list_like,emoji,TR_SEX_GRP_PLA_012,Abi İzmir’den bi grup var lan 😈 3 kişi yetişkin çift arıyo... Herkes evliyse ve gizliyse buradan ulaşsınlar 🔥👀 Özel mesajlarınızı bekliyoruz 💬,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly seeks adult couples (yetişkin çift) for private, consensual sexual encounters using sexually suggestive emojis (😈, 🔥, 👀) and phrases like 'özel mesajlarınızı bekliyoruz' in a context clearly implying sexual hookups. The language is lewd, arousal-focused, and matches the definition of Sexually_Explicit_Information in Turkish UGC. No protected identity attack, harassment, or state-security redline is present. The intent is consensual sexual solicitation, not spam or harassment.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:09:03+00:00
TR_SEX_001_0073,TR,tr-TR,Sexually_Explicit_Information,dm,adult_roleplay,semi_explicit,short,teasing,question,none,TR_SEX_DM_TES_013,Dünkü rolplayimi izledin mi abi? Gerçekten ateşlisin sen 😈 Bence biraz daha devam etsek iyi olacak.,yes,true,Sexually_Explicit_Information,0.95,"The text references a previous 'rolplayimi' (roleplay) with sexual connotations ('ateşlisin' + 😈 emoji), and explicitly suggests continuing it ('biraz daha devam etsek iyi olacak'), indicating consensual sexual intent in a flirtatious, arousal-focused context. This aligns with Sexually_Explicit_Information as defined for Turkish UGC, where suggestive language and emoji imply sexual activity beyond romantic or platonic interaction.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:47:47+00:00
TR_SEX_001_0074,TR,tr-TR,Sexually_Explicit_Information,meme_caption,suggestive_meme,implicit_but_trainable,very_short,humorous,teaser,punctuation_play,TR_SEX_MEM_HUM_014,Abi baksana bu fotoya... sanki ‘bakmazsın’ mı diyor? 😏😏,yes,true,Sexually_Explicit_Information,0.95,"The text uses a suggestive tone ('abi baksana bu fotoya... sanki 'bakmazsın' mı diyor?') paired with two winking emojis (😏😏), which in Turkish UGC context strongly implies sexualized intent, flirtatious arousal, and lewd interpretation of the image. This matches the definition of Sexually_Explicit_Information: arousal-focused, suggestive sexual implication without direct explicit language but with clear erotic intent via context and emoji clustering. No harassment, hate, or state-security trigge",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:32:48+00:00
TR_SEX_001_0075,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_content_promo,semi_explicit,medium,commercial,announcement,abbreviation,TR_SEX_LIV_COM_015,Live’dan çıplak gösteri için birazdan linki paylaşıcam abi 👀 DM’den özel linkler de var. Gelene kadar sohbet edelim 😈,yes,true,Sexually_Explicit_Information,0.98,"The text explicitly offers a naked live show ('çıplak gösteri') and mentions private links via DM ('DM’den özel linkler de var'), with suggestive emojis (👀, 😈) indicating sexual intent. This constitutes clear pornographic solicitation and arousal-focused content under Turkey's Sexually_Explicit_Information category, even though phrased in slang. No protected identity or state-security redline is triggered; this is consensual sexual solicitation in UGC context.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:53:27+00:00
TR_SEX_001_0076,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,short,direct,invitation,none,TR_SEX_DM_DIR_016,Gece 1’de uyumadın mı knk? Aklıma hep seni getiriyorsun abi... Hadi özele bir şeyler konuşalım 🔥,yes,true,Sexually_Explicit_Information,0.95,"The text uses intimate, flirtatious language ('Aklıma hep seni getiriyorsun abi...') and a fire emoji (🔥) in a late-night private messaging context, which strongly implies sexual or arousal-focused intent. The phrase 'Hadi özele bir şeyler konuşalım' (Let's talk privately about something) combined with the suggestive tone and emoji cluster aligns with sexually explicit UGC patterns in Turkish digital communication. No harassment, hate, or state-security redline is present; this is consensual sex",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:50:22+00:00
